// BANZAI Krogoth Profile

plan easy	
weight CAIETER 0.65
weight COREG2 0.50
weight COREG4 0.65
weight ARMAMEX 0.65
weight CORAMEX 0.65
weight CORMOSQ 0.60
weight ZULU 0.00
weight AURA 0.00
weight ARMRAZOR 0.50
weight CORSCREW 0.50
weight AHERMES 0.45
weight ARMMAULER 0.50
weight ARMTORPMEX 0.70
weight CORTORPMEX 0.70
weight BLADE 0.65
weight CORLNC 0.45
weight CORPORC 0.40
weight DICTATOR 0.55
weight KROGTAAR 0.70
weight PACKO 0.45
weight SHIVA 0.60
weight ARMLIBE 0.60
weight ARMTACHI 0.75
weight ARMCLLT 0.50
weight CORCLLT 0.50
weight CORRAG 0.45
weight TERROR 0.70
weight ARMSPARROW 0.55
weight S4A3 0.45
weight COREAASP 0.50
weight CORDCM 0.40
weight ARMAWIND 0.90
weight CORAWIND 0.90
weight COMMANDO 0.65
weight ARMANN2 0.50
weight CORKTHUD 0.50
weight SKULL 0.95
weight ARMATK 0.55
weight CORMISAN 0.55
weight MARAUDER 1.00
weight CORHART 0.70
weight ARMPGH 0.40
weight ARMPRED 0.45
weight ARMKONRAD 0.50
weight CORPIL 0.50
weight ARMAMPCV 0.40
weight CORAMPCV 0.40
weight EMBRYO 0.40
weight CORFFOX 0.55
weight ANIKE 1.05
weight ARMHART 0.60
weight ARMNMIS 0.95
weight CORFGEN 0.50
weight ARMMAGNUM 0.45
weight CORKRIS 0.50
weight IONTANK 0.40
weight MECH 0.95
weight AAIBRAWL 1.40
weight AAIFIG 1.00
weight AIAREA51 1.55
weight AICASTLE 1.55 
weight AAIHAWK 1.20
weight AAILANCE 0.00
weight AAIPNIX 1.00
weight AAITHUND 1.00
weight CAIAPE 1.40
weight CAIHURC 1.00
weight CAISHAD 0.80
weight CAITITAN 0.00
weight CAIVAMP 1.40
weight CAIVENG 1.00
weight GDIMAMMO 0.40
weight AAISEAP 0.50
weight CAISEAP 0.50
weight AAISFIG 0.80
weight CAISFIG 0.80
weight ARROW 0.75
weight FIREWOLF 0.65
weight SAMURAI 0.60
weight CORSTALK 0.60
weight ADVMOHO 1.20
weight ADVMOHOC 1.20
weight CDAEMON 0.75
weight APITBULL 1.45
weight ARMEMAN 0.60
weight ARMMEDT 0.65
weight ARMSPARKLE 0.70
weight ARMTACHI 1.00
weight VC109 1.00
weight TAWF114 0.60
weight ARMUWF 0.65
weight CORUWF 0.65
weight CDAEMON 0.85
weight APITBULL 1.75
weight ARMEMAN 0.60
weight ARMMEDT 0.75
weight ARMSPARKLE 0.80
weight ARMTACHI 1.00
weight VC109 0.75
weight TAWF114 0.65
weight CORAASP 0.40
weight CORTAR 0.25
weight ARMECHO 0.25
weight ARMALT 0.30
weight CORALT 0.30
weight ARMGANT 8.50
weight CORSCORP 0.00
weight ARMSS 0.00
weight CORSS 0.00
weight CORBUILD 0.00
weight CORDEV1 0.00
weight CORTRUCK 0.00
weight ARMDEV1 0.00
weight ARMBEAC 0.00
weight CORBEAC 0.00
weight ARMGATE 0.00
weight CORGATE 0.00
weight ARMDEV 0.90
weight ARMART 0.95
weight CORMATNK 0.40
weight CORDEF 0.85
weight CORODIN 0.70
weight CRAILGUN 0.70
weight ARMCORV 0.00
weight CORAMECH 0.40
weight CORGBOAT 0.00
weight ABRAMS 0.90
weight T80 0.75
weight CORGAUSS 0.80
weight CORMAK 1.00
weight ARMTHOR 1.15
weight ARMBLITZ 0.55
weight CORBT 0.45
weight CORETTIN 0.60
weight ARMPORK 0.50
weight CORHORG 0.50
weight INTRUDER 0.00
weight ARMFORTGH 0.00
weight ARMFORTGV 0.00
weight CORFGATEEW 0.00
weight CORFGATENS 0.00
weight ARMRECCY 0.60
weight MILAX 0.55
weight ARMCBOMB 0.40
weight DEMOLISH 0.55
weight ARMMOJO 0.75
weight ARMMSPID 0.75
weight CORSTALKER 0.85
weight CORGRUNT 1.00
	
limit	ARMKAM	0
limit	SHRIKE	0
limit	ORCA	1
limit	ARMWASP	1
limit	CORSHAD	5
limit	ARMTHUND	5
limit	CORVENG	0
limit	ARMFIG	0
limit	BLADE	1
limit	CORFINK	0
limit	ARMPEEP	0
limit	ARMATLAS	0
limit	CORVALK	0
limit	CORHORS	0
limit	charpy	4
limit	TAWF108	0
limit	CORHURC	5
limit	KANASHIMI	0
limit	TAWF107	0
limit	TAWF008	2
limit	ARMPERS	5
limit	predator	0
limit	TAWF007	0
limit	ARMTOMCT	2
limit	gryphon	2
limit	ARMCYBR	1
limit	CORWING	1
limit	ARMPNIX	5
limit	ARMFRP	0
limit	Sakura	0
limit	cormlsp	2
limit	ARMBRAWL	8
limit	CORAPE	8
limit	ARMAWAC	0
limit	CORAWAC	0
limit	ARMHAWK	5
limit	CORVAMP	5
limit	ARMMLSP	2
limit	ARMLANCE	5
limit	CORTITAN	5
limit	CORABMB	0
limit	ARMCA	2
limit	CORCA	2
limit	ARMACA	2
limit	CORACA	2
limit	ARMANS	1
limit	CORANS	1
limit	ARMBEAVER	0
limit	CORMUSKRAT	0
limit	ARMCH	4
limit	CORCH	4
limit	aach	1
limit	cach	1
limit	CORBOI	5
limit	ARMJIB	5
limit	ARMNTOW	0
limit	CORNTOW	0
limit	RepairArm	1
limit	ARMCK	1
limit	CORCK	1
limit	ARMCV	1
limit	CORCV	1
limit	ARMACK	1
limit	CORACK	1
limit	ARMCS	0
limit	CORCS	0
limit	ARMACSUB	0
limit	CORACSUB	0
limit	ARMCSA	0
limit	CORCSA	0
limit	ARMACV	1
limit	CORACV	1
limit	TAWF111	3
limit	armarch	3
limit	armcir	15
limit	CHAOSMACHINE	1
limit	corcirc	1
limit	ARMSPAR	0
limit	ARMDEVA	2
limit	TAWF010	2
limit	CORERAD	5
limit	ARMFAMINE	0
limit	cnemesis	1
limit	CorFLA	2
limit	SCREAMER	1
limit	ARMMTLAB	4
limit	CORMTLAB	4
limit	CORFLAK	3
limit	ARMFLAK	3
limit	MERCURY	2
limit	NITFLOWR	1
limit	SKYSWEEPR	3
limit	ARMEMG	2
limit	CORFMD	0
limit	ARMAMD	0
limit	ARMDRAG	0
limit	CORDRAG	0
limit	TAWF005	0
limit	ARMLLT	0
limit	CORLLT	0
limit	CORHLT	3
limit	ARMHLT	3
limit	MEDUSA	2
limit	ARMRL	15
limit	CORRL	15
limit	ARMGUARD	6
limit	CORPUN	6
limit	CORVHLT	2
limit	ARMANNI	2
limit	CORDOOM	2
limit	ARMBRTHA	2
limit	CORINT	2
limit	CORBUZZ	0
limit	ARMVULC	0
limit	CORBBC	4
limit	ARMDEV	4
limit	TAWF001	0
limit	ARMMORTAR	2
limit	CorPestilence	0
limit	ARMSILO	0
limit	CORSILO	0
limit	AAISILO	0
limit	CAISILO	0
limit	ARMHNSILO	0
limit	CORHNSILO	0
limit	ARMPB	2
limit	ARMAMB	2
limit	CORTOAST	2
limit	CORVIPE	2
limit	AGORGON	2
limit	CORTRON	0
limit	ARMEMP	0
limit	CAITRON	0
limit	AAIEMP	0
limit	ARMTARG	0
limit	CORTARG	0
limit	ARMBFORTEW	0
limit	ARMFORTEW	0
limit	ARMFORT	0
limit	CORFORT	0
limit	ARMBFORTNS	0
limit	ARMFORTNS	0
limit	CORFFLAK	0
limit	ARMTRID	0
limit	RESFMDNS	0
limit	CORKRAK	0
limit	ARMFDRAG	0
limit	CORFDRAG	0
limit	ARMFFLAK	0
limit	CORFRT	0
limit	ARMFHLT	0
limit	CORFHLT	0
limit	ARMTL	0
limit	CORTL	0
limit	ARMFRT	0
limit	ARMATL	0
limit	CORATL	0
limit	ARMANINS	0
limit	CORDOMNS	0
limit	CORINTNS	0
limit	ARMBTANS	0
limit	CORBUZNS	0
limit	ARMVCNNS	0
limit	AMDREPNS	0
limit	CORSLONS	0
limit	ARMSLONS	0
limit	CORVIPNS	0
limit	ARMAP	2
limit	ARMHP	4
limit	CORHP	4
limit	ARMLAB	1
limit	CORLAB	1
limit	ARMVP	1
limit	CORVP	1
limit	ARMSY	0
limit	CORSY	0
limit	CORAP	2
limit	ARMAAP	2
limit	CORAAP	2
limit	aahp	4
limit	cahp	4
limit	ARMALAB	3
limit	CORALAB	3
limit	ARMAVP	1
limit	CORAVP	1
limit	ARMASY	0
limit	CORASY	0
limit	CORGANT	2
limit	ARMKUS	2
limit	CORBLAB	0
limit	ARMBLAB	0
limit	ssplant	0
limit	ARMHPNS	0
limit	CORHPNS	0
limit	ARMPLAT	0
limit	CORPLAT	0
limit	HAVOC	3
limit	SABRE	5
limit	CHOPPER	5
limit	cdragon	5
limit	ARMANAC	4
limit	ARMTHOVR	0
limit	CORAH	4
limit	ARMAH	4
limit	NSACLASH	8
limit	BOMBARDIER	5
limit	LOBBER	5
limit	CSPEED	3
limit	NSAAGCH	5
limit	SPEEDER	5
limit	ARMLASHOVER	5
limit	CORELASHOVER	5
limit	ARMSH	4
limit	CORSNAP	4
limit	SPOTTER	0
limit	BLOTTER	0
limit	CONCEALER	0
limit	CORMH	5
limit	NSACBRIM	5
limit	NSAARHOV	5
limit	ARMMH	5
limit	CORSH	0
limit	NSACBEHE	5
limit	NSACANGLR	0
limit	NSAATORPH	0
limit	CORTHOVR	0
limit	armdread	0
limit	CORDREAD	0
limit	armlth	4
limit	armpgh	4
limit	coradvrh	4
limit	CORPHYSET	5
limit	CORARTH	5
limit	ARMARTH	5
limit	CORFLAKH	2
limit	ARMFLAKH	2
limit	armKAAT	5
limit	CORKROG	4
limit	ARMKRYP	1
limit	ARMMedic	0
limit	cAcolyte	0
limit	CORClone	0
limit	CORHelpr	0
limit	CORWarrr	5
limit	ARMClone	0
limit	ARMHelpr	0
limit	ARMMsect	5
limit	AEXXEC	3
limit	ARMFLEA	0
limit	CORRONIN	1
limit	SHAKER	0
limit	CORESOLD	2
limit	ARMJETH	5
limit	ARMHAM	2
limit	CORTHUD	2
limit	CORAK	2
limit	ARMPW	2
limit	ARMWAR	0
limit	CORCRASH	5
limit	ARMROCK	5
limit	CORSTORM	5
limit	ARMFAV	0
limit	CORBANDIT	1
limit	armbighr	1
limit	ARMCAV	0
limit	CORCRAB	0
limit	ARMDECOM	1
limit	CORDECOM	1
limit	corflam	0
limit	NSAAGRIZ	0
limit	ArmHH	0
limit	ArmOS	1
limit	COROS	1
limit	CORSMK	1
limit	armMech	0
limit	ARMSNIPE	0
limit	corzlot	0
limit	ASNIPER	1
limit	SOULREAVER	0
limit	WARHAMMER	1
limit	WRAITH	0
limit	CORAMPH	5
limit	ARMAMPH	5
limit	CORSUMO	3
limit	CORCAN	5
limit	ARMFIDO	8
limit	CORARCH	1
limit	ARMVADER	0
limit	CORROACH	0
limit	CORFAST	0
limit	ARMFAST	0
limit	CORPYRO	10
limit	ARMMAV	2
limit	CORHRK	2
limit	OPPRESSOR	0
limit	ARMZEUS	5
limit	CORMORT	4
limit	ARMMARK	0
limit	CORVOYR	0
limit	CORSPEC	2
limit	ARMSPY	0
limit	CORSPY	0
limit	CORMINE1	0
limit	CORMINE2	0
limit	CORMINE3	0
limit	CORMINE4	0
limit	CORMINE5	0
limit	CORMINE6	0
limit	AMINEGUN	0
limit	AMINEJAM	0
limit	ARMMINE5	0
limit	ARMMINE2	0
limit	ARMMINE1	0
limit	ARMMINE4	0
limit	ARMMINE3	0
limit	ARMMINE6	0
limit	ARMASER	2
limit	AJAMMER	0
limit	SPOOFER	2
limit	ARMASTN	0
limit	ARMRAD	0
limit	CORRAD	0
limit	ARMSONAR	0
limit	CORSONAR	0
limit	ARMARAD	0
limit	CORARAD	0
limit	ARMASON	0
limit	CORASON	0
limit	ARMBEAC	0
limit	CORBEAC	0
limit	ARMEYE	0
limit	ARMAFRAD	0
limit	AFLRADAR	0
limit	ARMASP	4
limit	CORASP	4
limit	QuadAirPad	0
limit	CORERRP	0
limit	ARMPADNS	0
limit	CORFUS	1
limit	ARMFUS	1
limit	TAWF004	1
limit	TAWF104	1
limit	ARMADVSOL	3
limit	CORADVSOL	3
limit	APART	0
limit	AAFUS	1
limit	CAFUS	1
limit	ARMCKFUS	0
limit	CORCKFUS	0
limit	CORMFUS	3
limit	ARMMFUS	3
limit	ARMSOLAR	7
limit	CORSOLAR	7
limit	AAISOLAR	0
limit	CAISOLAR	0
limit	ARMGEO	3
limit	CORGEO	3
limit	amgeo	3
limit	cmgeo	3
limit	MLEX	0
limit	ARMMEX	4
limit	CORMEX	4
limit	AAIMEX	10
limit	CAIMEX	10
limit	CKMMKR	0
limit	ARMMAKR	5
limit	CORMAKR	5
limit	ARMMMKR	2
limit	CORMMKR	2
limit	ARMMOHO	10
limit	CORMOHO	10
limit	ARMWIN	8
limit	CORWIN	8
limit	crnns	0
limit	ARMTIDE	0
limit	CORTIDE	0
limit	ARMUWFUS	0
limit	CORUWFUS	0
limit	AAITIDE	0
limit	CAITIDE	0
limit	ARMUWMEX	0
limit	CORUWMEX	0
limit	AAIUWMEX	0
limit	CAIUWMEX	0
limit	ARMFMKR	0
limit	CORFMKR	0
limit	ARMMOHNS	0
limit	CORMOHNS	0
limit	armUMME	0
limit	corUMME	0
limit	corshilone	0
limit	ARMSFIG	0
limit	CORSFIG	0
limit	CORHUNT	0
limit	ARMSEHAK	0
limit	ARMSEAP	0
limit	CORSEAP	0
limit	CORSUBC	0
limit	DECADE	0
limit	ARMMCARY	0
limit	ARMROY	0
limit	CORROY	0
limit	ARMMSHIP	0
limit	CORPT	0
limit	ARMPT	0
limit	CORTSHIP	0
limit	ARMTSHIP	0
limit	CORBARR	0
limit	ArmSUBC	0
limit	Enabler	0
limit	TAWF009	0
limit	ArmHCAR	0
limit	Whale	0
limit	ARMYAMA	0
limit	ARMAAS	0
limit	CORSHARK	0
limit	CORBC	0
limit	ARMBATS	0
limit	CORBATS	0
limit	TAWF006	0
limit	ARMCRUS	0
limit	CORCRUS	0
limit	ARMCARRY	0
limit	CORCARRY	0
limit	ARMSJAM	0
limit	CORSJAM	0
limit	ARMSCRAM	0
limit	CORMSHIP	0
limit	armbcss	0
limit	armscarss	0
limit	AINO	0
limit	arthur	0
limit	StorageFacility	0
limit	ARMESTOR	0
limit	CORESTOR	0
limit	ARMMSTOR	0
limit	CORMSTOR	0
limit	ARMUWES	0
limit	CORUWES	0
limit	ARMUWMS	0
limit	CORUWMS	0
limit	ARMARC	0
limit	corMsub	0
limit	ARMSUB	0
limit	CORSUB	0
limit	armMsub	0
limit	ARMSUBK	0
limit	ARMRECL	0
limit	CORSSUB	0
limit	CORTHRASH	2
limit	CORMORAY	1
limit	corGFBT	0
limit	ARMGUSS	2
limit	ARMJANUS	1
limit	CorCSFT	2
limit	CORGAUSS	0
limit	CORRAID	6
limit	CORMIST	8
limit	CSLICER	2
limit	CORGATOR	10
limit	ARMFLASH	8
limit	CORLEVLR	4
limit	TAWF013	0
limit	ARMSTUMP	6
limit	ARMMLV	0
limit	CORMLV	0
limit	ARMSAM	6
limit	CORFAV	2
limit	ARMSONIC	0
limit	CORGOL	8
limit	NSACSKV	0
limit	CORANTAR	1
limit	ARMBEAR	1
limit	ARMBEHEM	4
limit	BOB	0
limit	CORSABOT	2
limit	ARMGAT	1
limit	hellfire	2
limit	CORLOKI	1
limit	ARMCAMP	0
limit	ARMORCA	1
limit	NSAAPROF	0
limit	CORPULSAR	1
limit	ARMSCORP	0
limit	ARMSPION	0
limit	ARMSABOT	2
limit	corartv	1
limit	CORTHUG	1
limit	XENON	1
limit	CORSEAL	0
limit	ARMCROC	0
limit	CORMABM	0
limit	ARMSCAB	0
limit	ARMMART	0
limit	CORMART	0
limit	ARMMANNI	2
limit	CORSENT	0
limit	ARMYORK	0
limit	ARMBULL	8
limit	CORREAP	8
limit	ARMBOA	0
limit	ARMLATNK	0
limit	CORETER	2
limit	CORVRAD	0
limit	ARMJAM	2
limit	ARMSEER	0
limit	TAWF003	2
limit	TAWF103	2
limit	CORVROC	1
limit	ARMMERL	2
limit	ARMSPID	0
limit	abigfatm	1
limit	clb	1
limit Sagittarius 3
limit AREA51 2
limit CORMachn 1
limit Cougar 3
limit Splinter 2
limit CANCER 6
limit LION 1
limit ARMSTREM 3
limit AAIAAP 2
limit AAIACK 1
limit AAIACV 1
limit AAIALAB 1
limit AAIAVP 2
limit AAIAP 1
limit AAICA 3
limit AAICK 1
limit AAICV 2
limit AAILAB 1
limit AAIVP 1
limit CAIAAP 1
limit CAIACK 2
limit CAIACV 2
limit CAIALAB 1
limit CAIAP 1
limit CAIAVP 2
limit CAICA 3
limit CAICK 2
limit CAICV 2
limit CAILAB 1
limit CAIVP 1
limit CAIDECOM 4
limit CAIGANT 2
limit AAIMMKR 0
limit CAIMMKR 0
limit AAIMEXX 7
limit CAIMEXX 7
limit AAISOLRX 0
limit CAISOLRX 0
limit AAIDECOM 4
limit WATCHER 1
limit SPINNER 1
limit CORROMN 1
limit CORFOSS 2
limit ARMTERM 0
limit NAGA 2
limit HYDRA 2
limit ARMTRKSA 3
limit CASTLE 3
limit ARMDSLAYER 2
limit CORFURY 2
limit AIKUS 3 
limit BLACKDAWN 3
limit CORMEDT 4
limit CORSNAPT 2
limit CORTNK 3
limit CORART 2
limit CORMONST 2
limit MAMMOTH 1
limit CORTERMITE 3
limit COREKATY 4
limit CETUS 1
limit COREMGK 3
limit CORPLAS 2
limit ARMCRUSH 0
limit ALOUETTE 3
limit CORWLESP 0
limit CORCASAA 3
limit ARMILL 1
limit ARMSHSTP 0
limit ACTUGSAT 1
limit CORDDAAP 2
limit ARMBRIM 4
limit TAWF115 5
limit EMAN 2
limit ASAMURAI 2
limit TAWF113 6
limit SPOOFERC 2
limit HERETIC 3
limit HKCORE 2
limit CORGARD 2
limit COREMECH 2
limit CORCRW 1
limit BEARCAT 3
limit ARMVIND 3
limit ARMROGUE 2
limit TAWF105 2
limit AFATBOY 4
limit ARMAMPBD 1
limit TAWF116 3
limit CORWOLV 3
limit CORGRAV 1
limit CORMAK 2
limit ARMSHLT 2
limit ARMBANTH 4
limit SUPERJUG 2
limit ARMFURY 4
limit CORRAGE 4
limit CORGARP 4
limit CORSC 3
limit ARMPNCER 4
limit MDBUZZ 3
limit mdvulc 3
limit mjet 2
limit zulu 0
limit arua 0
limit corsupp 0
limit ARMPOPSOL 3
limit CORPOPSOL 3
limit DEMOLISH 3
limit CORPERP 2
limit CORPRO 1
limit AAIASER 2
limit CAISPEC 2
limit AAICKFUS 1
limit CAICKFUS 1
limit AAIJAM 1
limit CAIETER 1
limit CORNECRO 2
limit ARMFARK 2
limit COREG2 1
limit COREG4 2
limit ARMAMEX 4
limit CORAMEX 4
limit CORMOSQ 2
limit ARMRAZOR 2
limit CORSCREW 2
limit AHERMES 3
limit ARMMAULER 1
limit ARMTORPMEX 0
limit CORTORPMEX 0
limit BLADE 4
limit CORLNC 1
limit CORPORC 1
limit DICTATOR 1
limit KROGTAAR 2
limit PACKO 3
limit SHIVA 2
limit ARMLIBE 1
limit ARMTACHI 3
limit ARMCLLT 2
limit CORCLLT 2
limit CORRAG 2
limit TERROR 4
limit ARMSPARROW 3
limit S4A3 2
limit AIAREA51 3
limit AICASTLE 3
limit ARMAWIND 6
limit CORAWIND 6
limit COMMANDO 4
limit ARMANN2 2
limit CORKTHUD 2
limit SKULL 8
limit ARMATK 3
limit CORMISAN 2
limit MARAUDER 2
limit CORHART 3
limit ARMPGH 2
limit ARMPRED 2
limit ARMKONRAD 2
limit CORPIL 2
limit ARMAMPCV 1
limit CORAMPCV 1
limit EMBRYO 1
limit CORFFOX 2
limit ANIKE 2
limit ARMHART 1
limit ARMNMIS 2
limit CORFGEN 1
limit ARMMAGNUM 1
limit CORKRIS 1
limit IONTANK 1
limit MECH 2
limit AAIBRAWL 2
limit AAIFIG 3
limit AAIHAWK 2
limit AAILANCE 0
limit AAIPNIX 2
limit AAITHUND 3
limit CAIAPE 2
limit CAIHURC 2
limit CAISHAD 3
limit CAITITAN 0
limit CAIVAMP 2
limit CAIVENG 2
limit GDIMAMMO 2
limit AAISEAP 2
limit CAISEAP 2
limit AAISFIG 2
limit CAISFIG 2
limit COREAASP 2
limit ARROW 2
limit FIREWOLF 2
limit SAMURAI 2
limit CORSTALK 3
limit ADVMOHO 3
limit ADVMOHOC 3
limit ARMUWF 1
limit CORUWF 1
limit CORAASP 1
limit CORTAR 1
limit ARMECHO 1
limit ARMALT 2
limit CORALT 2
limit CDAEMON 4
limit APITBULL 6
limit ARMEMAN 2
limit ARMMEDT 4
limit ARMSPARKLE 4
limit ARMTACHI 2
limit VC109 2
limit TAWF114 3
limit ARMGANT 2
limit PLASMA 2
limit CORROMN 2
limit CORSCORP 0
limit ARMSS 0
limit CORSS 0
limit CORBUILD 0
limit CORDEV1 0
limit CORTRUCK 0
limit ARMDEV1 0
limit ARMBEAC 0
limit CORBEAC 0
limit ARMGATE 0
limit CORGATE 0
limit ARMDEV 4
limit ARMART 3
limit CORMATNK 1
limit CORDEF 2
limit CORODIN 2
limit CRAILGUN 1
limit ARMCORV 0
limit CORAMECH 1
limit CORGBOAT 0
limit ABRAMS 4
limit T80 3
limit CORGAUSS 1
limit CORMAK 4
limit ARMTHOR 4
limit ARMBLITZ 2
limit CORBT 1
limit CORETTIN 1
limit ARMPORK 1
limit CORHORG 1
limit INTRUDER 0
limit ARMFORTGH 0
limit ARMFORTGV 0
limit CORFGATEEW 0
limit CORFGATENS 0
limit ARMRECCY 3
limit MILAX 2
limit ARMCBOMB 1
limit DEMOLISH 2
limit ARMMOJO 4
limit ARMMSPID 2
limit CORSTALKER 3
limit CORGRUNT 5

plan hard	
weight	ARMKAM	0.60
weight	SHRIKE	0.40
weight	ORCA	0.40
weight	ARMWASP	0.65
weight	CORSHAD	0.40
weight	ARMTHUND	0.40
weight	CORVENG	0.40
weight	ARMFIG	0.40
weight	BLADE	0.60
weight	CORFINK	0.00
weight	ARMPEEP	0.00
weight	ARMATLAS	0.00
weight	CORVALK	0.00
weight	CORHORS	0.20
weight	charpy	0.50
weight	TAWF108	0.50
weight	CORHURC	0.00
weight	KANASHIMI	0.00
weight	TAWF107	0.50
weight	TAWF008	0.50
weight	ARMPERS	0.95
weight	predator	0.35
weight	TAWF007	0.50
weight	ARMTOMCT	0.95
weight	gryphon	0.50
weight	ARMCYBR	0.35
weight	CORWING	0.35
weight	ARMPNIX	0.40
weight	ARMFRP	0.00
weight	Sakura	0.00
weight	cormlsp	0.50
weight	ARMBRAWL	0.95
weight	CORAPE	0.95
weight	ARMAWAC	0.00
weight	CORAWAC	0.00
weight	ARMHAWK	0.50
weight	CORVAMP	0.50
weight	ARMMLSP	0.50
weight	ARMLANCE	0.00
weight	CORTITAN	0.00
weight	CORABMB	0.00
weight	ARMCA	0.97
weight	CORCA	0.97
weight	ARMACA	2.96
weight	CORACA	2.96
weight	ARMANS	0.65
weight	CORANS	0.65
weight	ARMBEAVER	0.10
weight	CORMUSKRAT	0.10
weight	ARMCH	0.50
weight	CORCH	0.50
weight	aach	0.50
weight	cach	0.50
weight	CORBOI	0.40
weight	ARMJIB	0.65
weight	ARMNTOW	0.00
weight	CORNTOW	0.00
weight	RepairArm	0.00
weight	ARMCK	0.75
weight	CORCK	0.75
weight	ARMCV	0.75
weight	CORCV	0.75
weight	ARMACK	0.97
weight	CORACK	0.99
weight	ARMCS	0.00
weight	CORCS	0.00
weight	ARMACSUB	0.00
weight	CORACSUB	0.00
weight	ARMCSA	0.00
weight	CORCSA	0.00
weight	ARMACV	0.99
weight	CORACV	0.99
weight	TAWF111	0.50
weight	armarch	0.50
weight	armcir	0.95
weight	CHAOSMACHINE	0.50
weight	corcirc	0.50
weight	ARMSPAR	0.00
weight	ARMDEVA	0.70
weight	TAWF010	0.50
weight	CORERAD	0.95
weight	ARMFAMINE	0.00
weight	cnemesis	0.60
weight	CorFLA	0.70
weight	SCREAMER	0.50
weight	ARMMTLAB	0.50
weight	CORMTLAB	0.50
weight	CORFLAK	0.80
weight	ARMFLAK	0.80
weight	MERCURY	0.40
weight	NITFLOWR	0.75
weight	SKYSWEEPR	0.70
weight	ARMEMG	0.10
weight	CORFMD	0.00
weight	ARMAMD	0.00
weight	ARMDRAG	0.00
weight	CORDRAG	0.30
weight	TAWF005	0.30
weight	ARMLLT	0.00
weight	CORLLT	0.00
weight	CORHLT	0.60
weight	ARMHLT	0.60
weight	MEDUSA	0.50
weight	ARMRL	0.95
weight	CORRL	0.50
weight	ARMGUARD	0.65
weight	CORPUN	0.65
weight	CORVHLT	0.95
weight	ARMANNI	0.75
weight	CORDOOM	0.75
weight	ARMBRTHA	0.50
weight	CORINT	0.50
weight	CORBUZZ	0.35
weight	ARMVULC	0.35
weight	CORBBC	0.60
weight	ARMDEV	0.60
weight	TAWF001	0.50
weight	ARMMORTAR	0.10
weight	CorPestilence	0.00
weight	ARMSILO	0.00
weight	CORSILO	0.00
weight	AAISILO	0.70
weight	CAISILO	0.70
weight	ARMHNSILO	0.00
weight	CORHNSILO	0.00
weight	ARMPB	0.25
weight	ARMAMB	0.00
weight	CORTOAST	0.10
weight	CORVIPE	0.00
weight	AGORGON	0.20
weight	CORTRON	0.00
weight	ARMEMP	0.00
weight	CAITRON	0.70
weight	AAIEMP	0.70
weight	ARMTARG	0.00
weight	CORTARG	0.00
weight	ARMBFORTEW	0.00
weight	ARMFORTEW	0.00
weight	ARMFORT	0.00
weight	CORFORT	0.00
weight	ARMBFORTNS	0.00
weight	ARMFORTNS	0.00
weight	CORFFLAK	0.00
weight	ARMTRID	0.00
weight	RESFMDNS	0.00
weight	CORKRAK	0.00
weight	ARMFDRAG	0.00
weight	CORFDRAG	0.00
weight	ARMFFLAK	0.00
weight	CORFRT	0.00
weight	ARMFHLT	0.00
weight	CORFHLT	0.00
weight	ARMTL	0.00
weight	CORTL	0.00
weight	ARMFRT	0.00
weight	ARMATL	0.00
weight	CORATL	0.00
weight	ARMANINS	0.00
weight	CORDOMNS	0.00
weight	CORINTNS	0.00
weight	ARMBTANS	0.00
weight	CORBUZNS	0.00
weight	ARMVCNNS	0.00
weight	AMDREPNS	0.00
weight	CORSLONS	0.00
weight	ARMSLONS	0.00
weight	CORVIPNS	0.00
weight	ARMAP	5.50
weight	ARMHP	0.10
weight	CORHP	0.10
weight	ARMLAB	0.70
weight	CORLAB	0.70
weight	ARMVP	0.70
weight	CORVP	0.70
weight	ARMSY	0.00
weight	CORSY	0.00
weight	CORAP	5.25
weight	ARMAAP	0.90
weight	CORAAP	0.90
weight	aahp	0.70
weight	cahp	0.70
weight	ARMALAB	0.60
weight	CORALAB	0.60
weight	ARMAVP	0.60
weight	CORAVP	0.60
weight	ARMASY	0.00
weight	CORASY	0.00
weight	CORGANT	7.95
weight	ARMKUS	7.95
weight	CORBLAB	0.10
weight	ARMBLAB	0.10
weight	ssplant	0.96
weight	ARMHPNS	0.00
weight	CORHPNS	0.00
weight	ARMPLAT	0.00
weight	CORPLAT	0.00
weight	HAVOC	0.40
weight	SABRE	0.40
weight	CHOPPER	0.05
weight	cdragon	0.50
weight	ARMANAC	0.10
weight	ARMTHOVR	0.00
weight	CORAH	0.70
weight	ARMAH	0.70
weight	NSACLASH	0.80
weight	BOMBARDIER	0.85
weight	LOBBER	0.60
weight	CSPEED	0.50
weight	NSAAGCH	0.70
weight	SPEEDER	0.95
weight	ARMLASHOVER	0.65
weight	CORELASHOVER	0.50
weight	ARMSH	0.30
weight	CORSNAP	0.50
weight	SPOTTER	0.00
weight	BLOTTER	0.00
weight	CONCEALER	0.00
weight	CORMH	0.95
weight	NSACBRIM	0.75
weight	NSAARHOV	0.80
weight	ARMMH	0.95
weight	CORSH	0.00
weight	NSACBEHE	0.75
weight	NSACANGLR	0.00
weight	NSAATORPH	0.00
weight	CORTHOVR	0.00
weight	armdread	0.90
weight	CORDREAD	0.90
weight	armlth	0.70
weight	armpgh	0.70
weight	coradvrh	0.70
