// BANZAI Defenceless Profile - Who needs defences anyway??

plan easy	
weight CORSC 0.50
weight ARMPINCER 0.50
weight TAWF109 0.00
weight MDVULC 0.00
weight MDBUZZ 0.00
weight MJET 0.40
weight ZULU 0.00
weight ARUA 0.00
weight CORSUPP 0.00
weight ARMFARK 0.40
weight CORNECRO 0.45
weight ARMPOPSOL 0.40
weight CORPOPSOL 0.40
weight DEMOLISH 0.55
weight CORPERP 0.60
weight CORPRO 0.60
weight AAIASER 0.75
weight CAISPEC 0.75
weight AAICKFUS 0.50
weight CAICKFUS 0.50
weight AAIJAM 0.75
weight CAIETER 0.75
weight COREG2 0.50
weight COREG4 0.55
weight ARMAMEX 0.65
weight CORAMEX 0.65
weight CORMOSQ 0.60
weight ZULU 0.00
weight AURA 0.00
weight ARMRAZOR 0.50
weight CORSCREW 0.50
weight AHERMES 0.00
weight ARMMAULER 0.00
weight ARMTORPMEX 0.70
weight CORTORPMEX 0.70
weight BLADE 0.65
weight CORLNC 0.45
weight CORPORC 0.00
weight DICTATOR 0.00
weight KROGTAAR 0.50
weight PACKO 0.00
weight SHIVA 0.40
weight ARMLIBE 0.60
weight ARMTACHI 0.75
weight ARMCLLT 0.00
weight CORCLLT 0.00
weight CORRAG 0.45
weight TERROR 0.70
weight ARMSPARROW 0.55
weight S4A3 0.45
weight COREAASP 0.50
weight CORDCM 0.40
weight AIAREA51 0.70
weight AICASTLE 0.70 
weight ARMAWIND 0.90
weight CORAWIND 0.90
weight COMMANDO 0.65
weight ARMANN2 0.00
weight CORKTHUD 0.50
weight SKULL 1.95
weight ARMATK 0.00
weight CORMISAN 0.60
weight MARAUDER 0.65
weight CORHART 0.70
weight ARMPGH 0.45
weight ARMPRED 0.50
weight ARMKONRAD 0.55
weight CORPIL 0.55
weight ARMAMPCV 0.40
weight CORAMPCV 0.40
weight EMBRYO 0.45
weight CORFFOX 0.60
weight ANIKE 0.55
weight ARMHART 0.70
weight ARMNMIS 0.65
weight CORFGEN 0.50
weight ARMMAGNUM 0.50
weight CORKRIS 0.55
weight IONTANK 0.45
weight MECH 0.60
weight AAIBRAWL 1.00
weight AAIFIG 1.00
weight AAIHAWK 1.00
weight AAILANCE 1.00
weight AAIPNIX 1.00
weight AAITHUND 1.00
weight CAIAPE 1.00
weight CAIHURC 1.00
weight CAISHAD 1.00
weight CAITITAN 1.00
weight CAIVAMP 1.00
weight CAIVENG 1.00
weight GDIMAMMO 0.40
weight AAISEAP 1.00
weight CAISEAP 1.00
weight AAISFIG 1.10
weight CAISFIG 1.20
weight ARROW 0.00
weight FIREWOLF 0.65
weight SAMURAI 0.60
weight CORSTALK 0.60
weight ADVMOHO 1.00
weight ADVMOHOC 1.00 
weight CORAASP 0.60
weight CORALT 0.40
weight ARMALT 0.40
weight ARMECHO 0.35
weight CORTAR 0.35
weight CDAEMON 0.75
weight APITBULL 1.75
weight ARMEMAN 0.60
weight ARMMEDT 0.75
weight ARMSPARKLE 0.70
weight ARMTACHI 1.00
weight VC109 0.80
weight TAWF114 0.75
weight CORROMN 0.00
weight PLASMA 0.00
weight CORSCORP 0.00
weight ARMSS 0.00
weight CORSS 0.00
weight CORBUILD 0.00
weight CORDEV1 0.00
weight CORTRUCK 0.00
weight ARMDEV1 0.00
weight ARMBEAC 0.00
weight CORBEAC 0.00
weight ARMGATE 0.00
weight CORGATE 0.00
weight ARMDEV 0.00
weight ARMART 0.95
weight CORMATNK 0.40
weight CORDEF 0.00
weight CORODIN 0.70
weight CRAILGUN 0.70
weight ARMCORV 0.00
weight CORAMECH 0.40
weight CORGBOAT 0.00
weight ABRAMS 0.90
weight T80 0.75
weight CORGAUSS 0.80
weight CORMAK 1.00
weight ARMTHOR 1.15
weight ARMBLITZ 0.55
weight CORBT 0.45
weight CORETTIN 0.60
weight ARMPORK 0.50
weight CORHORG 0.50
weight INTRUDER 0.00
weight ARMFORTGH 0.00
weight ARMFORTGV 0.00
weight CORFGATEEW 0.00
weight CORFGATENS 0.00
weight ARMRECCY 0.60
weight MILAX 0.55
weight ARMCBOMB 0.40
weight DEMOLISH 0.55
weight ARMMOJO 0.75
weight ARMMSPID 0.75
weight CORSTALKER 0.85
weight CORGRUNT 1.00
	
limit	ARMKAM	0
limit	SHRIKE	2
limit	ORCA	2
limit	ARMWASP	5
limit	CORSHAD	8
limit	ARMTHUND	8
limit	CORVENG	0
limit	ARMFIG	0
limit	BLADE	4
limit	CORFINK	0
limit	ARMPEEP	0
limit	ARMATLAS	0
limit	CORVALK	0
limit	CORHORS	0
limit	charpy	5
limit	TAWF108	2
limit	CORHURC	8
limit	KANASHIMI	0
limit	TAWF107	2
limit	TAWF008	2
limit	ARMPERS	6
limit	predator	1
limit	TAWF007	2
limit	ARMTOMCT	4
limit	gryphon	5
limit	ARMCYBR	1
limit	CORWING	1
limit	ARMPNIX	8
limit	ARMFRP	0
limit	Sakura	0
limit	cormlsp	2
limit	ARMBRAWL	12
limit	CORAPE	12
limit	ARMAWAC	0
limit	CORAWAC	0
limit	ARMHAWK	8
limit	CORVAMP	8
limit	ARMMLSP	2
limit	ARMLANCE	5
limit	CORTITAN	5
limit	CORABMB	0
limit	ARMCA	2
limit	CORCA	2
limit	ARMACA	4
limit	CORACA	4
limit	ARMANS	4
limit	CORANS	4
limit	ARMBEAVER	0
limit	CORMUSKRAT	0
limit	ARMCH	4
limit	CORCH	4
limit	aach	1
limit	cach	1
limit	CORBOI	5
limit	ARMJIB	5
limit	ARMNTOW	0
limit	CORNTOW	0
limit	RepairArm	1
limit	ARMCK	2
limit	CORCK	2
limit	ARMCV	2
limit	CORCV	2
limit	ARMACK	2
limit	CORACK	2
limit	ARMCS	0
limit	CORCS	0
limit	ARMACSUB	0
limit	CORACSUB	0
limit	ARMCSA	0
limit	CORCSA	0
limit	ARMACV	1
limit	CORACV	1
limit	TAWF111	0
limit	armarch	0
limit	armcir	0
limit	CHAOSMACHINE	0
limit	corcirc	0
limit	ARMSPAR	0
limit	ARMDEVA	0
limit	TAWF010	0
limit	CORERAD	0
limit	ARMFAMINE	0
limit	cnemesis	0
limit	CorFLA	0
limit	SCREAMER	0
limit	ARMMTLAB	0
limit	CORMTLAB	0
limit	CORFLAK	0
limit	ARMFLAK	0
limit	MERCURY	0
limit	NITFLOWR	0
limit	SKYSWEEPR	0
limit	ARMEMG	0
limit	CORFMD	0
limit	ARMAMD	0
limit	ARMDRAG	0
limit	CORDRAG	0
limit	TAWF005	0
limit	ARMLLT	0
limit	CORLLT	0
limit	CORHLT	0
limit	ARMHLT	0
limit	MEDUSA	0
limit	ARMRL	0
limit	CORRL	0
limit	ARMGUARD	0
limit	CORPUN	0
limit	CORVHLT	0
limit	ARMANNI	0
limit	CORDOOM	0
limit	ARMBRTHA	0
limit	CORINT	0
limit	CORBUZZ	0
limit	ARMVULC	0
limit	CORBBC	0
limit	ARMDEV	0
limit	TAWF001	0
limit	ARMMORTAR	0
limit	CorPestilence	0
limit	ARMSILO	0
limit	CORSILO	0
limit	AAISILO	0
limit	CAISILO	0
limit	ARMHNSILO	0
limit	CORHNSILO	0
limit	ARMPB	0
limit	ARMAMB	0
limit	CORTOAST	0
limit	CORVIPE	0
limit	AGORGON	0
limit	CORTRON	0
limit	ARMEMP	0
limit	CAITRON	0
limit	AAIEMP	0
limit	ARMTARG	0
limit	CORTARG	0
limit	ARMBFORTEW	0
limit	ARMFORTEW	0
limit	ARMFORT	0
limit	CORFORT	0
limit	ARMBFORTNS	0
limit	ARMFORTNS	0
limit	CORFFLAK	0
limit	ARMTRID	0
limit	RESFMDNS	0
limit	CORKRAK	0
limit	ARMFDRAG	0
limit	CORFDRAG	0
limit	ARMFFLAK	0
limit	CORFRT	0
limit	ARMFHLT	0
limit	CORFHLT	0
limit	ARMTL	0
limit	CORTL	0
limit	ARMFRT	0
limit	ARMATL	0
limit	CORATL	0
limit	ARMANINS	0
limit	CORDOMNS	0
limit	CORINTNS	0
limit	ARMBTANS	0
limit	CORBUZNS	0
limit	ARMVCNNS	0
limit	AMDREPNS	0
limit	CORSLONS	0
limit	ARMSLONS	0
limit	CORVIPNS	0
limit	ARMAP	2
limit	ARMHP	6
limit	CORHP	6
limit	ARMLAB	5
limit	CORLAB	5
limit	ARMVP	5
limit	CORVP	5
limit	ARMSY	0
limit	CORSY	0
limit	CORAP	6
limit	ARMAAP	5
limit	CORAAP	5
limit	aahp	4
limit	cahp	4
limit	ARMALAB	5
limit	CORALAB	5
limit	ARMAVP	5
limit	CORAVP	5
limit	ARMASY	0
limit	CORASY	0
limit	CORGANT	0
limit	ARMKUS	1
limit	CORBLAB	0
limit	ARMBLAB	0
limit	ssplant	0
limit	ARMHPNS	0
limit	CORHPNS	0
limit	ARMPLAT	0
limit	CORPLAT	0
limit	HAVOC	8
limit	SABRE	8
limit	CHOPPER	8
limit	cdragon	6
limit	ARMANAC	4
limit	ARMTHOVR	0
limit	CORAH	4
limit	ARMAH	4
limit	NSACLASH	8
limit	BOMBARDIER	5
limit	LOBBER	5
limit	CSPEED	3
limit	NSAAGCH	5
limit	SPEEDER	5
limit	ARMLASHOVER	5
limit	CORELASHOVER	5
limit	ARMSH	4
limit	CORSNAP	4
limit	SPOTTER	0
limit	BLOTTER	0
limit	CONCEALER	0
limit	CORMH	5
limit	NSACBRIM	5
limit	NSAARHOV	5
limit	ARMMH	5
limit	CORSH	0
limit	NSACBEHE	5
limit	NSACANGLR	0
limit	NSAATORPH	0
limit	CORTHOVR	0
limit	armdread	2
limit	armlth	4
limit	armpgh	4
limit	coradvrh	4
limit	CORPHYSET	5
limit	CORARTH	5
limit	ARMARTH	5
limit	CORFLAKH	2
limit	ARMFLAKH	2
limit	armKAAT	8
limit	CORKROG	2
limit	ARMKRYP	2
limit	ARMMedic	0
limit	cAcolyte	0
limit	CORClone	0
limit	CORHelpr	0
limit	CORWarrr	5
limit	ARMClone	0
limit	ARMHelpr	0
limit	ARMMsect	5
limit	AEXXEC	6
limit	ARMFLEA	1
limit	CORRONIN	5
limit	SHAKER	5
limit	CORESOLD	5
limit	ARMJETH	12
limit	ARMHAM	5
limit	CORTHUD	5
limit	CORAK	4
limit	ARMPW	8
limit	ARMWAR	5
limit	CORCRASH	12
limit	ARMROCK	12
limit	CORSTORM	12
limit	ARMFAV	2
limit	CORBANDIT	1
limit	armbighr	1
limit	ARMCAV	2
limit	CORCRAB	2
limit	ARMDECOM	1
limit	CORDECOM	1
limit	corflam	0
limit	NSAAGRIZ	0
limit	ArmHH	3
limit	ArmOS	1
limit	COROS	1
limit	CORSMK	3
limit	armMech	1
limit	ARMSNIPE	2
limit	corzlot	0
limit	ASNIPER	2
limit	SOULREAVER	0
limit	WARHAMMER	2
limit	WRAITH	0
limit	CORAMPH	5
limit	ARMAMPH	5
limit	CORSUMO	6
limit	CORCAN	12
limit	ARMFIDO	16
limit	CORARCH	1
limit	ARMVADER	0
limit	CORROACH	0
limit	CORFAST	3
limit	ARMFAST	3
limit	CORPYRO	14
limit	ARMMAV	6
limit	CORHRK	2
limit	OPPRESSOR	0
limit	ARMZEUS	12
limit	CORMORT	12
limit	ARMMARK	0
limit	CORVOYR	0
limit	CORSPEC	0
limit	ARMSPY	0
limit	CORSPY	0
limit	CORMINE1	0
limit	CORMINE2	0
limit	CORMINE3	0
limit	CORMINE4	0
limit	CORMINE5	0
limit	CORMINE6	0
limit	AMINEGUN	0
limit	AMINEJAM	0
limit	ARMMINE5	0
limit	ARMMINE2	0
limit	ARMMINE1	0
limit	ARMMINE4	0
limit	ARMMINE3	0
limit	ARMMINE6	0
limit	ARMASER	0
limit	AJAMMER	0
limit	SPOOFER	2
limit	ARMASTN	0
limit	ARMRAD	0
limit	CORRAD	0
limit	ARMSONAR	0
limit	CORSONAR	0
limit	ARMARAD	0
limit	CORARAD	0
limit	ARMASON	0
limit	CORASON	0
limit	ARMBEAC	0
limit	CORBEAC	0
limit	ARMEYE	0
limit	ARMAFRAD	0
limit	AFLRADAR	0
limit	ARMASP	4
limit	CORASP	4
limit	QuadAirPad	0
limit	CORERRP	0
limit	ARMPADNS	0
limit	CORFUS	1
limit	ARMFUS	1
limit	TAWF004	1
limit	TAWF104	1
limit	ARMADVSOL	3
limit	CORADVSOL	3
limit	APART	0
limit	AAFUS	1
limit	CAFUS	1
limit	ARMCKFUS	0
limit	CORCKFUS	0
limit	CORMFUS	3
limit	ARMMFUS	3
limit	ARMSOLAR	7
limit	CORSOLAR	7
limit	AAISOLAR	0
limit	CAISOLAR	0
limit	ARMGEO	3
limit	CORGEO	3
limit	amgeo	3
limit	cmgeo	3
limit	MLEX	0
limit	ARMMEX	5
limit	CORMEX	5
limit	AAIMEX	10
limit	CAIMEX	10
limit	CKMMKR	0
limit	ARMMAKR	5
limit	CORMAKR	5
limit	ARMMMKR	2
limit	CORMMKR	2
limit	ARMMOHO	10
limit	CORMOHO	10
limit	ARMWIN	8
limit	CORWIN	8
limit	crnns	0
limit	ARMTIDE	0
limit	CORTIDE	0
limit	ARMUWFUS	0
limit	CORUWFUS	0
limit	AAITIDE	0
limit	CAITIDE	0
limit	ARMUWMEX	0
limit	CORUWMEX	0
limit	AAIUWMEX	0
limit	CAIUWMEX	0
limit	ARMFMKR	0
limit	CORFMKR	0
limit	ARMMOHNS	0
limit	CORMOHNS	0
limit	armUMME	0
limit	corUMME	0
limit	corshilone	0
limit	ARMSFIG	0
limit	CORSFIG	0
limit	CORHUNT	0
limit	ARMSEHAK	0
limit	ARMSEAP	0
limit	CORSEAP	0
limit	CORSUBC	0
limit	DECADE	0
limit	ARMMCARY	0
limit	ARMROY	0
limit	CORROY	0
limit	ARMMSHIP	0
limit	CORPT	0
limit	ARMPT	0
limit	CORTSHIP	0
limit	ARMTSHIP	0
limit	CORBARR	0
limit	ArmSUBC	0
limit	Enabler	0
limit	TAWF009	0
limit	ArmHCAR	0
limit	Whale	0
limit	ARMYAMA	0
limit	ARMAAS	0
limit	CORSHARK	0
limit	CORBC	0
limit	ARMBATS	0
limit	CORBATS	0
limit	TAWF006	0
limit	ARMCRUS	0
limit	CORCRUS	0
limit	ARMCARRY	0
limit	CORCARRY	0
limit	ARMSJAM	0
limit	CORSJAM	0
limit	ARMSCRAM	0
limit	CORMSHIP	0
limit	armbcss	0
limit	armscarss	0
limit	AINO	0
limit	arthur	0
limit	StorageFacility	0
limit	ARMESTOR	0
limit	CORESTOR	0
limit	ARMMSTOR	0
limit	CORMSTOR	0
limit	ARMUWES	0
limit	CORUWES	0
limit	ARMUWMS	0
limit	CORUWMS	0
limit	ARMARC	0
limit	corMsub	0
limit	ARMSUB	0
limit	CORSUB	0
limit	armMsub	0
limit	ARMSUBK	0
limit	ARMRECL	0
limit	CORSSUB	0
limit	CORTHRASH	5
limit	CORMORAY	2
limit	corGFBT	4
limit	ARMGUSS	5
limit	ARMJANUS	3
limit	CorCSFT	5
limit	CORGAUSS	0
limit	CORRAID	10
limit	CORMIST	12
limit	CSLICER	5
limit	CORGATOR	15
limit	ARMFLASH	12
limit	CORLEVLR	8
limit	TAWF013	6
limit	ARMSTUMP	8
limit	ARMMLV	0
limit	CORMLV	0
limit	ARMSAM	12
limit	CORFAV	2
limit	ARMSONIC	5
limit	CORGOL	12
limit	NSACSKV	0
limit	CORANTAR	3
limit	ARMBEAR	3
limit	ARMBEHEM	6
limit	BOB	1
limit	CORSABOT	5
limit	ARMGAT	2
limit	hellfire	4
limit	CORLOKI	5
limit	ARMCAMP	2
limit	ARMORCA	1
limit	NSAAPROF	0
limit	CORPULSAR	4
limit	ARMSCORP	0
limit	ARMSPION	2
limit	ARMSABOT	5
limit	corartv	4
limit	CORTHUG	4
limit	XENON	3
limit	CORSEAL	0
limit	ARMCROC	0
limit	CORMABM	0
limit	ARMSCAB	0
limit	ARMMART	8
limit	CORMART	8
limit	ARMMANNI	2
limit	CORSENT	0
limit	ARMYORK	0
limit	ARMBULL	14
limit	CORREAP	14
limit	ARMBOA	0
limit	ARMLATNK	0
limit	CORETER	0
limit	CORVRAD	0
limit	ARMJAM	0
limit	ARMSEER	0
limit	TAWF003	8
limit	TAWF103	8
limit	CORVROC	6
limit	ARMMERL	6
limit	ARMSPID	3
limit	abigfatm	1
limit	clb	1
limit Sagittarius 5
limit AREA51 2
limit CORMachn 3
limit Cougar 4
limit Splinter 0
limit CANCER 10
limit LION 3
limit ARMSTREM 6
limit AAIAAP 4
limit AAIACK 1
limit AAIACV 1
limit AAIALAB 1
limit AAIAVP 2
limit AAIAP 1
limit AAICA 3
limit AAICK 1
limit AAICV 2
limit AAILAB 1
limit AAIVP 1
limit CAIAAP 4
limit CAIACK 2
limit CAIACV 2
limit CAIALAB 1
limit CAIAP 1
limit CAIAVP 2
limit CAICA 3
limit CAICK 2
limit CAICV 2
limit CAILAB 1
limit CAIVP 1
limit CAIDECOM 4
limit CAIGANT 3
limit AAIMMKR 4
limit CAIMMKR 4
limit AAIMEXX 4
limit CAIMEXX 4
limit AAISOLRX 0
limit CAISOLRX 0
limit AAIDECOM 4
limit WATCHER 1
limit CORFOSS 2
limit ARMTERM 0
limit NAGA 0
limit HYDRA 0
limit CASTLE 2
limit ARMTRKSA 5
limit ARMDSLAYER 0
limit CORFURY 0
limit BLACKDAWN 3
limit CORMEDT 8
limit CORTNK 6
limit CORART 4
limit CORMONST 6
limit MAMMOTH 2
limit CORTERMITE 6
limit COREKATY 10
limit CETUS 2
limit COREMGK 4
limit CORPLAS 0
limit ARMCRUSH 0
limit ALOUETTE 8
limit CORWLESP 0
limit CORCASAA 4
limit ARMILL 0
limit ARMSHSTP 0
limit ACTUGSAT 1
limit CORDDAP 3
limit ARMBRIM 8
limit TAWF115 8
limit EMAN 5
limit ASAMURAI 5
limit AIKUS 3
limit TAWF113 5
limit SPOOFERC 2
limit COREMECH 4
limit HKCORE 4
limit HERETIC 5
limit CORCRW 2
limit CORGARD 3
limit BEARCAT 6
limit ARMVIND 6
limit ARMROGUE 7
limit TAWF105 0
limit AFATBOY 8
limit ARMAMPBD 3
limit TAWF116 5
limit CORWOLV 5
limit CORGRAV 3
limit CORMAK 3
limit ARMSHLT 3
limit ARMBANTH 5
limit SUPERJUG 2
limit ARMFURY 6
limit CORRAGE 6
limit CORGARP 5
limit CORSC 4
limit ARMPINCER 5
limit TAWF109 0
limit MDVULC 0
limit MDBUZZ 0
limit MJET 3
limit ZULU 0
limit ARUA 0
limit CORSUPP 0
limit ARMFARK 2
limit CORNECRO 1
limit ARMPOPSOL 2
limit CORPOPSOL 2
limit DEMOLISH 3
limit CORPERP 1
limit CORPRO 2
limit AAIASER 3
limit CAISPEC 3
limit AAICKFUS 2
limit CAICKFUS 2
limit AAIJAM 2
limit CAIETER 2
limit COREG2 2
limit COREG4 2
limit ARMAMEX 4
limit CORAMEX 4
limit CORMOSQ 4
limit ARMRAZOR 2
limit CORSCREW 2
limit AHERMES 3
limit ARMMAULER 3
limit ARMTORPMEX 0
limit CORTORPMEX 0
limit BLADE 4
limit CORLNC 1
limit CORPORC 2
limit DICTATOR 0
limit KROGTAAR 1
limit PACKO 3
limit SHIVA 1
limit ARMLIBE 2
limit ARMTACHI 3
limit ARMCLLT 0
limit CORCLLT 0
limit CORRAG 3
limit TERROR 3
limit ARMSPARROW 4
limit S4A3 2
limit AIAREA51 3
limit AICASTLE 3
limit ARMAWIND 6
limit CORAWIND 6
limit COMMANDO 4
limit ARMANN2 1
limit CORKTHUD 2
limit SKULL 12
limit ARMATK 1
limit CORMISAN 1
limit MARAUDER 2
limit CORHART 2
limit ARMPGH 2
limit ARMPRED 2
limit ARMKONRAD 3
limit CORPIL 3
limit ARMAMPCV 1
limit CORAMPCV 1
limit EMBRYO 1
limit CORFFOX 3
limit ANIKE 2
limit ARMHART 2
limit ARMNMIS 2
limit CORFGEN 2
limit ARMMAGNUM 2
limit CORKRIS 2
limit IONTANK 1
limit MECH 2
limit AAIBRAWL 4
limit AAIFIG 3
limit AAIHAWK 4
limit AAILANCE 0
limit AAIPNIX 3
limit AAITHUND 6
limit CAIAPE 4
limit CAIHURC 3
limit CAISHAD 6
limit CAITITAN 0
limit CAIVAMP 2
limit CAIVENG 3
limit GDIMAMMO 2
limit AAISEAP 2
limit CAISEAP 2
limit AAISFIG 2
limit CAISFIG 2
limit COREAASP 1
limit ARROW 4
limit FIREWOLF 3
limit SAMURAI 2
limit CORSTALK 3
limit ADVMOHO 2
limit ADVMOHOC 2
limit CORAASP 1
limit CORTAR 1
limit ARMECHO 1
limit ARMALT 2
limit CORALT 2
limit CDAEMON 3
limit APITBULL 5
limit ARMEMAN 2
limit ARMMEDT 4
limit ARMSPARKLE 5
limit ARMTACHI 3
limit VC109 1
limit TAWF114 3
limit CORSCORP 0
limit ARMSS 0
limit CORSS 0
limit CORBUILD 0
limit CORDEV1 0
limit CORTRUCK 0
limit ARMDEV1 0
limit ARMBEAC 0
limit CORBEAC 0
limit ARMGATE 0
limit CORGATE 0
limit ARMDEV 0
limit ARMART 3
limit CORMATNK 1
limit CORDEF 0
limit CORODIN 2
limit CRAILGUN 1
limit ARMCORV 0
limit CORAMECH 1
limit CORGBOAT 0
limit ABRAMS 4
limit T80 3
limit CORGAUSS 1
limit CORMAK 4
limit ARMTHOR 4
limit ARMBLITZ 2
limit CORBT 1
limit CORETTIN 1
limit ARMPORK 1
limit CORHORG 1
limit INTRUDER 0
limit ARMFORTGH 0
limit ARMFORTGV 0
limit CORFGATEEW 0
limit CORFGATENS 0
limit ARMRECCY 3
limit MILAX 2
limit ARMCBOMB 1
limit DEMOLISH 2
limit ARMMOJO 4
limit ARMMSPID 2
limit CORSTALKER 3
limit CORGRUNT 5

plan hard	
weight	ARMKAM	0.60
weight	SHRIKE	0.40
weight	ORCA	0.40
weight	ARMWASP	0.65
weight	CORSHAD	0.40
weight	ARMTHUND	0.50
weight	CORVENG	0.40
weight	ARMFIG	0.35
weight	BLADE	0.60
weight	CORFINK	0.00
weight	ARMPEEP	0.00
weight	ARMATLAS	0.00
weight	CORVALK	0.00
weight	CORHORS	0.20
weight	charpy	0.50
weight	TAWF108	0.50
weight	CORHURC	0.30
weight	KANASHIMI	0.00
weight	TAWF107	0.50
weight	TAWF008	0.50
weight	ARMPERS	0.95
weight	predator	0.30
weight	TAWF007	0.50
weight	ARMTOMCT	0.95
weight	gryphon	0.50
weight	ARMCYBR	0.40
weight	CORWING	0.40
weight	ARMPNIX	0.40
weight	ARMFRP	0.00
weight	Sakura	0.00
weight	cormlsp	0.50
weight	ARMBRAWL	0.95
weight	CORAPE	0.95
weight	ARMAWAC	0.00
weight	CORAWAC	0.00
weight	ARMHAWK	0.50
weight	CORVAMP	0.50
weight	ARMMLSP	0.50
weight	ARMLANCE	0.00
weight	CORTITAN	0.00
weight	CORABMB	0.00
weight	ARMCA	0.97
weight	CORCA	0.97
weight	ARMACA	2.96
weight	CORACA	2.96
weight	ARMANS	0.80
weight	CORANS	0.80
weight	ARMBEAVER	0.10
weight	CORMUSKRAT	0.10
weight	ARMCH	0.50
weight	CORCH	0.50
weight	aach	0.50
weight	cach	0.50
weight	CORBOI	0.40
weight	ARMJIB	0.65
weight	ARMNTOW	0.00
weight	CORNTOW	0.00
weight	RepairArm	0.00
weight	ARMCK	0.85
weight	CORCK	0.85
weight	ARMCV	0.85
weight	CORCV	0.85
weight	ARMACK	0.97
weight	CORACK	0.99
weight	ARMCS	0.00
weight	CORCS	0.00
weight	ARMACSUB	0.00
weight	CORACSUB	0.00
weight	ARMCSA	0.00
weight	CORCSA	0.00
weight	ARMACV	0.99
weight	CORACV	0.99
weight	TAWF111	0.00
weight	armarch	0.00
weight	armcir	0.00
weight	CHAOSMACHINE	0.00
weight	corcirc	0.00
weight	ARMSPAR	0.00
weight	ARMDEVA	0.00
weight	TAWF010	0.00
weight	CORERAD	0.00
weight	ARMFAMINE	0.00
weight	cnemesis	0.00
weight	CorFLA	0.00
weight	SCREAMER	0.00
weight	ARMMTLAB	0.00
weight	CORMTLAB	0.00
weight	CORFLAK	0.00
weight	ARMFLAK	0.00
weight	MERCURY	0.00
weight	NITFLOWR	0.00
weight	SKYSWEEPR	0.00
weight	ARMEMG	0.00
weight	CORFMD	0.00
weight	ARMAMD	0.00
weight	ARMDRAG	0.00
weight	CORDRAG	0.00
weight	TAWF005	0.00
weight	ARMLLT	0.00
weight	CORLLT	0.00
weight	CORHLT	0.00
weight	ARMHLT	0.00
weight	MEDUSA	0.00
weight	ARMRL	0.00
weight	CORRL	0.00
weight	ARMGUARD	0.00
weight	CORPUN	0.00
weight	CORVHLT	0.00
weight	ARMANNI	0.00
weight	CORDOOM	0.00
weight	ARMBRTHA	0.00
weight	CORINT	0.00
weight	CORBUZZ	0.00
weight	ARMVULC	0.00
weight	CORBBC	0.00
weight	ARMDEV	0.00
weight	TAWF001	0.00
weight	ARMMORTAR	0.00
weight	CorPestilence	0.00
weight	ARMSILO	0.00
weight	CORSILO	0.00
weight	AAISILO	0.70
weight	CAISILO	0.70
weight	ARMHNSILO	0.00
weight	CORHNSILO	0.00
weight	ARMPB	0.00
weight	ARMAMB	0.00
weight	CORTOAST	0.00
weight	CORVIPE	0.00
weight	AGORGON	0.00
weight	CORTRON	0.00
weight	ARMEMP	0.00
weight	CAITRON	0.70
weight	AAIEMP	0.70
weight	ARMTARG	0.00
weight	CORTARG	0.00
weight	ARMBFORTEW	0.00
weight	ARMFORTEW	0.00
weight	ARMFORT	0.00
weight	CORFORT	0.00
weight	ARMBFORTNS	0.00
weight	ARMFORTNS	0.00
weight	CORFFLAK	0.00
weight	ARMTRID	0.00
weight	RESFMDNS	0.00
weight	CORKRAK	0.00
weight	ARMFDRAG	0.00
weight	CORFDRAG	0.00
weight	ARMFFLAK	0.00
weight	CORFRT	0.00
weight	ARMFHLT	0.00
weight	CORFHLT	0.00
weight	ARMTL	0.00
weight	CORTL	0.00
weight	ARMFRT	0.00
weight	ARMATL	0.00
weight	CORATL	0.00
weight	ARMANINS	0.00
weight	CORDOMNS	0.00
weight	CORINTNS	0.00
weight	ARMBTANS	0.00
weight	CORBUZNS	0.00
weight	ARMVCNNS	0.00
weight	AMDREPNS	0.00
weight	CORSLONS	0.00
weight	ARMSLONS	0.00
weight	CORVIPNS	0.00
weight	ARMAP	5.50
weight	ARMHP	0.10
weight	CORHP	0.10
weight	ARMLAB	0.70
weight	CORLAB	0.70
weight	ARMVP	0.70
weight	CORVP	0.70
weight	ARMSY	0.00
weight	CORSY	0.00
weight	CORAP	5.25
weight	ARMAAP	0.90
weight	CORAAP	0.90
weight	aahp	0.70
weight	cahp	0.70
weight	ARMALAB	0.60
weight	CORALAB	0.60
weight	ARMAVP	0.60
weight	CORAVP	0.60
weight	ARMASY	0.00
weight	CORASY	0.00
weight	CORGANT	0.95
weight	ARMKUS	0.45
weight	CORBLAB	0.10
weight	ARMBLAB	0.10
weight	ssplant	0.96
weight	ARMHPNS	0.00
weight	CORHPNS	0.00
weight	ARMPLAT	0.00
weight	CORPLAT	0.00
weight	HAVOC	0.40
weight	SABRE	0.40
weight	CHOPPER	0.05
weight	cdragon	0.50
weight	ARMANAC	0.10
weight	ARMTHOVR	0.00
weight	CORAH	0.70
weight	ARMAH	0.70
weight	NSACLASH	0.80
weight	BOMBARDIER	0.85
weight	LOBBER	0.60
weight	CSPEED	0.50
weight	NSAAGCH	0.70
weight	SPEEDER	0.95
weight	ARMLASHOVER	0.65
weight	CORELASHOVER	0.50
weight	ARMSH	0.30
weight	CORSNAP	0.50
weight	SPOTTER	0.00
weight	BLOTTER	0.00
weight	CONCEALER	0.00
weight	CORMH	0.95
weight	NSACBRIM	0.75
weight	NSAARHOV	0.80
weight	ARMMH	0.95
weight	CORSH	0.00
weight	NSACBEHE	0.75
weight	NSACANGLR	0.00
weight	NSAATORPH	0.00
