// BANZAI Hover Profile	

plan easy	
weight KROGTAAR 0.00
weight PACKO 0.45
weight SHIVA 0.60
weight ARMLIBE 0.60
weight ARMTACHI 0.45
weight ARMCLLT 0.50
weight CORCLLT 0.50
weight CORRAG 0.45
weight TERROR 0.00
weight ARMSPARROW 0.55
weight S4A3 0.45
weight COREAASP 0.50
weight CORDCM 0.00
weight AIAREA51 0.50
weight AICASTLE 0.50 
weight ARMAWIND 0.90
weight CORAWIND 0.90
weight COMMANDO 0.65
weight ARMANN2 0.50
weight CORKTHUD 0.00
weight SKULL 0.00
weight ARMATK 0.55
weight CORMISAN 0.60
weight MARAUDER 0.00
weight CORHART 0.00
weight ARMPGH 0.00
weight ARMPRED 0.00
weight ARMKONRAD 0.00
weight CORPIL 0.00
weight ARMAMPCV 0.00
weight CORAMPCV 0.00
weight EMBRYO 0.00
weight CORFFOX 0.00
weight ANIKE 0.00
weight ARMHART 0.00
weight ARMNMIS 0.00
weight CORFGEN 0.50
weight ARMMAGNUM 0.00
weight CORKRIS 0.00
weight IONTANK 0.00
weight MECH 0.00
weight AAIBRAWL 1.40
weight AAIFIG 1.00
weight AAIHAWK 1.20
weight AAILANCE 0.00
weight AAIPNIX 1.00
weight AAITHUND 1.00
weight CAIAPE 1.40
weight CAIHURC 1.00
weight CAISHAD 0.80
weight CAITITAN 0.00
weight CAIVAMP 1.40
weight CAIVENG 1.00
weight GDIMAMMO 0.00
weight AAISEAP 0.50
weight CAISEAP 0.50
weight AAISFIG 0.80
weight CAISFIG 0.80
weight ARROW 0.85
weight FIREWOLF 0.00
weight SAMURAI 0.65
weight CORSTALK 0.00
weight ADVMOHO 1.00
weight ADVMOHOC 1.00
weight CDAEMON 0.00
weight APITBULL 0.00
weight ARMEMAN 0.00
weight ARMMEDT 0.00
weight ARMSPARKLE 0.00
weight ARMTACHI 0.00
weight VC109 0.00
weight TAWF114 0.00
weight CORAASP 1.00
weight CORALT 0.60
weight ARMALT 0.60
weight ARMECHO 0.60
weight CORTAR 0.60
weight VICTOR 0.00
weight ARMGANT 0.70
weight ARMFBOY 0.00
weight ARMAGAM 0.00
weight TAWF016 0.00
weight TOKEN 0.00
weight CORSCORP 0.00
weight ARMSS 0.00
weight CORSS 0.00
weight CORBUILD 0.00
weight CORDEV1 0.00
weight CORTRUCK 0.00
weight ARMDEV1 0.00
weight ARMBEAC 0.00
weight CORBEAC 0.00
weight ARMGATE 0.00
weight CORGATE 0.00
weight ARMDEV 0.90
weight ARMART 0.00
weight CORMATNK 0.00
weight CORDEF 0.50
weight CORODIN 0.00
weight CRAILGUN 0.00
weight ARMCORV 0.00
weight CORAMECH 0.00
weight CORGBOAT 0.00
weight ABRAMS 0.00
weight T80 0.00
weight CORGAUSS 0.70
weight CORMAK 0.00
weight ARMTHOR 0.00
weight ARMBLITZ 0.00
weight CORBT 0.00
weight CORETTIN 0.00
weight ARMPORK 0.00
weight CORHORG 0.00
weight INTRUDER 0.00
weight ARMFORTGH 0.00
weight ARMFORTGV 0.00
weight CORFGATEEW 0.00
weight CORFGATENS 0.00
weight ARMRECCY 0.00
weight MILAX 0.00
weight ARMCBOMB 0.40
weight DEMOLISH 0.00
weight ARMMOJO 0.00
weight ARMMSPID 0.00
weight CORSTALKER 0.00
weight CORGRUNT 0.00
	
limit	ARMKAM	0
limit	SHRIKE	0
limit	ORCA	2
limit	ARMWASP	2
limit	CORSHAD	5
limit	ARMTHUND	5
limit	CORVENG	0
limit	ARMFIG	0
limit	BLADE	2
limit	CORFINK	0
limit	ARMPEEP	0
limit	ARMATLAS	0
limit	CORVALK	0
limit	CORHORS	0
limit	charpy	4
limit	TAWF108	0
limit	CORHURC	5
limit	KANASHIMI	0
limit	TAWF107	0
limit	TAWF008	2
limit	ARMPERS	5
limit	predator	1
limit	TAWF007	0
limit	ARMTOMCT	2
limit	gryphon	2
limit	ARMCYBR	1
limit	CORWING	1
limit	ARMPNIX	5
limit	ARMFRP	0
limit	Sakura	0
limit	cormlsp	2
limit	ARMBRAWL	10
limit	CORAPE	10
limit	ARMAWAC	0
limit	CORAWAC	0
limit	ARMHAWK	6
limit	CORVAMP	6
limit	ARMMLSP	2
limit	ARMLANCE	5
limit	CORTITAN	5
limit	CORABMB	0
limit	ARMCA	2
limit	CORCA	2
limit	ARMACA	2
limit	CORACA	2
limit	ARMANS	2
limit	CORANS	2
limit	ARMBEAVER	0
limit	CORMUSKRAT	0
limit	ARMCH	4
limit	CORCH	4
limit	aach	1
limit	cach	1
limit	CORBOI	3
limit	ARMJIB	3
limit	ARMNTOW	0
limit	CORNTOW	0
limit	RepairArm	1
limit	ARMCK	1
limit	CORCK	1
limit	ARMCV	1
limit	CORCV	1
limit	ARMACK	1
limit	CORACK	1
limit	ARMCS	0
limit	CORCS	0
limit	ARMACSUB	0
limit	CORACSUB	0
limit	ARMCSA	0
limit	CORCSA	0
limit	ARMACV	1
limit	CORACV	1
limit	TAWF111	3
limit	armarch	3
limit	armcir	5
limit	CHAOSMACHINE	1
limit	corcirc	1
limit	ARMSPAR	0
limit	ARMDEVA	2
limit	TAWF010	2
limit	CORERAD	4
limit	ARMFAMINE	0
limit	cnemesis	2
limit	CorFLA	2
limit	SCREAMER	1
limit	ARMMTLAB	4
limit	CORMTLAB	4
limit	CORFLAK	3
limit	ARMFLAK	3
limit	MERCURY	2
limit	NITFLOWR	3
limit	SKYSWEEPR	4
limit	ARMEMG	2
limit	CORFMD	0
limit	ARMAMD	0
limit	ARMDRAG	0
limit	CORDRAG	0
limit	TAWF005	0
limit	ARMLLT	3
limit	CORLLT	3
limit	CORHLT	3
limit	ARMHLT	3
limit	MEDUSA	2
limit	ARMRL	15
limit	CORRL	15
limit	ARMGUARD	6
limit	CORPUN	6
limit	CORVHLT	2
limit	ARMANNI	2
limit	CORDOOM	2
limit	ARMBRTHA	2
limit	CORINT	2
limit	CORBUZZ	0
limit	ARMVULC	0
limit	CORBBC	1
limit	ARMDEV	1
limit	TAWF001	0
limit	ARMMORTAR	2
limit	CorPestilence	0
limit	ARMSILO	1
limit	CORSILO	1
limit	AAISILO	0
limit	CAISILO	0
limit	ARMHNSILO	0
limit	CORHNSILO	0
limit	ARMPB	0
limit	ARMAMB	2
limit	CORTOAST	2
limit	CORVIPE	2
limit	AGORGON	2
limit	CORTRON	0
limit	ARMEMP	0
limit	CAITRON	0
limit	AAIEMP	0
limit	ARMTARG	0
limit	CORTARG	0
limit	ARMBFORTEW	0
limit	ARMFORTEW	0
limit	ARMFORT	0
limit	CORFORT	0
limit	ARMBFORTNS	0
limit	ARMFORTNS	0
limit	CORFFLAK	0
limit	ARMTRID	0
limit	RESFMDNS	0
limit	CORKRAK	0
limit	ARMFDRAG	0
limit	CORFDRAG	0
limit	ARMFFLAK	0
limit	CORFRT	0
limit	ARMFHLT	0
limit	CORFHLT	0
limit	ARMTL	0
limit	CORTL	0
limit	ARMFRT	0
limit	ARMATL	0
limit	CORATL	0
limit	ARMANINS	0
limit	CORDOMNS	0
limit	CORINTNS	0
limit	ARMBTANS	0
limit	CORBUZNS	0
limit	ARMVCNNS	0
limit	AMDREPNS	0
limit	CORSLONS	0
limit	ARMSLONS	0
limit	CORVIPNS	0
limit	ARMAP	2
limit	ARMHP	5
limit	CORHP	5
limit	ARMLAB	1
limit	CORLAB	1
limit	ARMVP	1
limit	CORVP	1
limit	ARMSY	0
limit	CORSY	0
limit	CORAP	2
limit	ARMAAP	2
limit	CORAAP	2
limit	aahp	6
limit	cahp	6
limit	ARMALAB	1
limit	CORALAB	1
limit	ARMAVP	1
limit	CORAVP	1
limit	ARMASY	0
limit	CORASY	0
limit	CORGANT	1
limit	ARMKUS	1
limit	CORBLAB	0
limit	ARMBLAB	0
limit	ssplant	0
limit	ARMHPNS	3
limit	CORHPNS	3
limit	ARMPLAT	0
limit	CORPLAT	0
limit	HAVOC	3
limit	SABRE	8
limit	CHOPPER	5
limit	cdragon	6
limit	ARMANAC	4
limit	ARMTHOVR	0
limit	CORAH	4
limit	ARMAH	4
limit	NSACLASH	8
limit	BOMBARDIER	10
limit	LOBBER	12
limit	CSPEED	4
limit	NSAAGCH	5
limit	SPEEDER	5
limit	ARMLASHOVER	5
limit	CORELASHOVER	5
limit	ARMSH	4
limit	CORSNAP	4
limit	SPOTTER	0
limit	BLOTTER	0
limit	CONCEALER	3
limit	CORMH	6
limit	NSACBRIM	7
limit	NSAARHOV	7
limit	ARMMH	6
limit	CORSH	0
limit	NSACBEHE	5
limit	NSACANGLR	0
limit	NSAATORPH	0
limit	CORTHOVR	0
limit	armdread	2
limit	CORDREAD	2
limit	armlth	4
limit	armpgh	4
limit	coradvrh	4
limit	CORPHYSET	12
limit	CORARTH	8
limit	ARMARTH	8
limit	CORFLAKH	5
limit	ARMFLAKH	5
limit	armKAAT	5
limit	CORKROG	1
limit	ARMKRYP	1
limit	ARMMedic	0
limit	cAcolyte	0
limit	CORClone	0
limit	CORHelpr	0
limit	CORWarrr	5
limit	ARMClone	0
limit	ARMHelpr	0
limit	ARMMsect	5
limit	AEXXEC	3
limit	ARMFLEA	0
limit	CORRONIN	1
limit	SHAKER	0
limit	CORESOLD	2
limit	ARMJETH	4
limit	ARMHAM	1
limit	CORTHUD	1
limit	CORAK	2
limit	ARMPW	2
limit	ARMWAR	0
limit	CORCRASH	4
limit	ARMROCK	4
limit	CORSTORM	4
limit	ARMFAV	0
limit	CORBANDIT	1
limit	armbighr	1
limit	ARMCAV	0
limit	CORCRAB	6
limit	ARMDECOM	1
limit	CORDECOM	1
limit	corflam	0
limit	NSAAGRIZ	0
limit	ArmHH	1
limit	ArmOS	1
limit	COROS	1
limit	CORSMK	1
limit	armMech	0
limit	ARMSNIPE	0
limit	corzlot	0
limit	ASNIPER	1
limit	SOULREAVER	0
limit	WARHAMMER	1
limit	WRAITH	0
limit	CORAMPH	5
limit	ARMAMPH	5
limit	CORSUMO	2
limit	CORCAN	4
limit	ARMFIDO	5
limit	CORARCH	1
limit	ARMVADER	0
limit	CORROACH	0
limit	CORFAST	0
limit	ARMFAST	0
limit	CORPYRO	4
limit	ARMMAV	0
limit	CORHRK	2
limit	OPPRESSOR	0
limit	ARMZEUS	2
limit	CORMORT	4
limit	ARMMARK	0
limit	CORVOYR	0
limit	CORSPEC	2
limit	ARMSPY	0
limit	CORSPY	0
limit	CORMINE1	0
limit	CORMINE2	0
limit	CORMINE3	0
limit	CORMINE4	0
limit	CORMINE5	0
limit	CORMINE6	0
limit	AMINEGUN	0
limit	AMINEJAM	0
limit	ARMMINE5	0
limit	ARMMINE2	0
limit	ARMMINE1	0
limit	ARMMINE4	0
limit	ARMMINE3	0
limit	ARMMINE6	0
limit	ARMASER	2
limit	AJAMMER	0
limit	SPOOFER	2
limit	ARMASTN	0
limit	ARMRAD	0
limit	CORRAD	0
limit	ARMSONAR	0
limit	CORSONAR	0
limit	ARMARAD	0
limit	CORARAD	0
limit	ARMASON	0
limit	CORASON	0
limit	ARMBEAC	0
limit	CORBEAC	0
limit	ARMEYE	0
limit	ARMAFRAD	0
limit	AFLRADAR	0
limit	ARMASP	4
limit	CORASP	4
limit	QuadAirPad	0
limit	CORERRP	0
limit	ARMPADNS	0
limit	CORFUS	3
limit	ARMFUS	3
limit	TAWF004	1
limit	TAWF104	1
limit	ARMADVSOL	3
limit	CORADVSOL	3
limit	APART	0
limit	AAFUS	1
limit	CAFUS	1
limit	ARMCKFUS	0
limit	CORCKFUS	0
limit	CORMFUS	3
limit	ARMMFUS	3
limit	ARMSOLAR	7
limit	CORSOLAR	7
limit	AAISOLAR	0
limit	CAISOLAR	0
limit	ARMGEO	3
limit	CORGEO	3
limit	amgeo	3
limit	cmgeo	3
limit	MLEX	0
limit	ARMMEX	4
limit	CORMEX	4
limit	AAIMEX	10
limit	CAIMEX	10
limit	CKMMKR	0
limit	ARMMAKR	4
limit	CORMAKR	4
limit	ARMMMKR	3
limit	CORMMKR	3
limit	ARMMOHO	10
limit	CORMOHO	10
limit	ARMWIN	5
limit	CORWIN	5
limit	crnns	0
limit	ARMTIDE	6
limit	CORTIDE	6
limit	ARMUWFUS	0
limit	CORUWFUS	0
limit	AAITIDE	0
limit	CAITIDE	0
limit	ARMUWMEX	5
limit	CORUWMEX	5
limit	AAIUWMEX	0
limit	CAIUWMEX	0
limit	ARMFMKR	2
limit	CORFMKR	2
limit	ARMMOHNS	1
limit	CORMOHNS	1
limit	armUMME	2
limit	corUMME	2
limit	corshilone	0
limit	ARMSFIG	0
limit	CORSFIG	0
limit	CORHUNT	0
limit	ARMSEHAK	0
limit	ARMSEAP	0
limit	CORSEAP	0
limit	CORSUBC	0
limit	DECADE	0
limit	ARMMCARY	0
limit	ARMROY	0
limit	CORROY	0
limit	ARMMSHIP	0
limit	CORPT	0
limit	ARMPT	0
limit	CORTSHIP	0
limit	ARMTSHIP	0
limit	CORBARR	0
limit	ArmSUBC	0
limit	Enabler	0
limit	TAWF009	0
limit	ArmHCAR	0
limit	Whale	0
limit	ARMYAMA	0
limit	ARMAAS	0
limit	CORSHARK	0
limit	CORBC	0
limit	ARMBATS	0
limit	CORBATS	0
limit	TAWF006	0
limit	ARMCRUS	0
limit	CORCRUS	0
limit	ARMCARRY	0
limit	CORCARRY	0
limit	ARMSJAM	0
limit	CORSJAM	0
limit	ARMSCRAM	0
limit	CORMSHIP	0
limit	armbcss	0
limit	armscarss	0
limit	AINO	0
limit	arthur	0
limit	StorageFacility	0
limit	ARMESTOR	0
limit	CORESTOR	0
limit	ARMMSTOR	0
limit	CORMSTOR	0
limit	ARMUWES	0
limit	CORUWES	0
limit	ARMUWMS	0
limit	CORUWMS	0
limit	ARMARC	0
limit	corMsub	0
limit	ARMSUB	0
limit	CORSUB	0
limit	armMsub	0
limit	ARMSUBK	0
limit	ARMRECL	0
limit	CORSSUB	0
limit	CORTHRASH	2
limit	CORMORAY	1
limit	corGFBT	0
limit	ARMGUSS	2
limit	ARMJANUS	1
limit	CorCSFT	1
limit	CORGAUSS	0
limit	CORRAID	4
limit	CORMIST	5
limit	CSLICER	1
limit	CORGATOR	0
limit	ARMFLASH	4
limit	CORLEVLR	4
limit	TAWF013	0
limit	ARMSTUMP	2
limit	ARMMLV	0
limit	CORMLV	0
limit	ARMSAM	5
limit	CORFAV	2
limit	ARMSONIC	0
limit	CORGOL	6
limit	NSACSKV	0
limit	CORANTAR	1
limit	ARMBEAR	1
limit	ARMBEHEM	4
limit	BOB	0
limit	CORSABOT	2
limit	ARMGAT	1
limit	hellfire	2
limit	CORLOKI	1
limit	ARMCAMP	0
limit	ARMORCA	3
limit	NSAAPROF	0
limit	CORPULSAR	1
limit	ARMSCORP	0
limit	ARMSPION	0
limit	ARMSABOT	2
limit	corartv	0
limit	CORTHUG	1
limit	XENON	1
limit	CORSEAL	0
limit	ARMCROC	0
limit	CORMABM	0
limit	ARMSCAB	0
limit	ARMMART	0
limit	CORMART	0
limit	ARMMANNI	2
limit	CORSENT	0
limit	ARMYORK	0
limit	ARMBULL	6
limit	CORREAP	6
limit	ARMBOA	0
limit	ARMLATNK	0
limit	CORETER	2
limit	CORVRAD	0
limit	ARMJAM	2
limit	ARMSEER	0
limit	TAWF003	2
limit	TAWF103	2
limit	CORVROC	1
limit	ARMMERL	2
limit	ARMSPID	0
limit	abigfatm	0
limit	clb	0
limit Sagittarius 2
limit AREA51 2
limit CORMachn 1
limit Cougar 2
limit Splinter 2
limit CANCER 4
limit LION 1
limit ARMSTREM 3
limit AAIAAP 2
limit AAIACK 1
limit AAIACV 1
limit AAIALAB 1
limit AAIAVP 0
limit AAIAP 3
limit AAICA 4
limit AAICK 1
limit AAICV 2
limit AAILAB 1
limit AAIVP 1
limit CAIAAP 2
limit CAIACK 2
limit CAIACV 2
limit CAIALAB 1
limit CAIAP 3
limit CAIAVP 0
limit CAICA 4
limit CAICK 2
limit CAICV 2
limit CAILAB 1
limit CAIVP 1
limit CAIDECOM 4
limit CAIGANT 1
limit AAIMMKR 4
limit CAIMMKR 4
limit AAIMEXX 7
limit CAIMEXX 7
limit AAISOLRX 0
limit CAISOLRX 0
limit AAIDECOM 4
limit WATCHER 1
limit CORFOSS 2
limit CORROMN 1
limit NAGA 1
limit HYDRA 1
limit ARMTERM 0
limit CASTLE 1
limit ARMTRKSA 1
limit ARMDSLAYER 3
limit CORFURY 3
limit BLACKDAWN 3
limit CORMEDT 0
limit CORSNAPT 4
limit CORTNK 2
limit CORART 1
limit CORMONST 3
limit MAMMOTH 2
limit CORTERMITE 1
limit COREKATY 1
limit COREMGK 1
limit CETUS 2
limit CORPLAS 2
limit ARMCRUSH 0
limit ALOUETTE 5
limit CORCASAA 5
limit CORWLESP 0
limit ARMILL 1
limit ARMSHSTP 0
limit ACTUGSAT 1
limit CORDDAAP 3
limit ARMBRIM 1
limit TAWF115 2
limit EMAN 0
limit ASAMURAI 1
limit AIKUS 1
limit TAWF113 1
limit SPOOFERC 2
limit HERETIC 3
limit HKCORE 2
limit CORGARD 3
limit COREMECH 1
limit CORCRW 1
limit BEARCAT 4
limit ARMVIND 4
limit ARMROGUE 1
limit TAWF105 2
limit AFATBOY 1
limit ARMAMPBD 3
limit TAWF116 1
limit CORWOLV 2
limit CORGRAV 4
limit CORMAK 1
limit ARMSHLT 0
limit ARMBANTH 0
limit SUPERJUG 0
limit ARMFURY 2
limit CORRAGE 2
limit GORGARP 1
limit CORSC 3
limit ARMPINCER 1
limit MDBUZZ 0
limit MDVULC 0
limit MJET 1
limit ZULU 0
limit ARUA 0
limit CORSUPP 0
limit ARMFARK 2
limit CORNECRO 1
limit ARMPOPSOL 2
limit CORPOPSOL 2
limit DEMOLISH 1
limit CORPERP 0
limit CORPRO 0
limit AAIASER 1
limit CAISPEC 1
limit AAICKFUS 2
limit CAICKFUS 2
limit AAIJAM 0
limit CAIETER 0
limit COREG2 2
limit COREG4 1
limit ARMAMEX 4
limit CORAMEX 4
limit CORMOSQ 3
limit ARMRAZOR 2
limit CORSCREW 2
limit AHERMES 2
limit ARMMAULER 1
limit ARMTORPMEX 0
limit CORTORPMEX 0
limit BLADE 3
limit CORLNC 1
limit CORPORC 1
limit DICTATOR 0
limit KROGTAAR 0
limit PACKO 2
limit SHIVA 2
limit ARMLIBE 3
limit ARMTACHI 2
limit ARMCLLT 2
limit CORCLLT 2
limit CORRAG 2
limit TERROR 2
limit ARMSPARROW 5
limit S4A3 13
limit AIAREA51 1
limit AICASTLE 1
limit ARMAWIND 6
limit CORAWIND 6
limit COMMANDO 0
limit ARMANN2 1
limit CORKTHUD 1
limit SKULL 6
limit ARMATK 1
limit CORMISAN 1
limit MARAUDER 0
limit CORHART 2
limit ARMPGH 2
limit ARMPRED 2
limit ARMKONRAD 3
limit CORPIL 3
limit ARMAMPCV 1
limit CORAMPCV 1
limit EMBRYO 0
limit CORFFOX 1
limit ANIKE 0
limit ARMHART 2
limit ARMNMIS 0
limit CORFGEN 2
limit ARMMAGNUM 0
limit CORKRIS 1
limit IONTANK 0
limit MECH 1
limit AAIBRAWL 4
limit AAIFIG 4
limit AAIHAWK 4
limit AAILANCE 0
limit AAIPNIX 4
limit AAITHUND 7
limit CAIAPE 4
limit CAIHURC 4
limit CAISHAD 7
limit CAITITAN 0
limit CAIVAMP 3
limit CAIVENG 3
limit GDIMAMMO 0
limit AAISEAP 3
limit CAISEAP 3
limit AAISFIG 3
limit CAISFIG 3
limit COREAASP 1
limit ARROW 4
limit FIREWOLF 1
limit SAMURAI 4
limit CORSTALK 2
limit ADVMOHO 3
limit ADVMOHOC 3
limit CORAASP 1
limit CORTAR 2
limit ARMECHO 2
limit ARMALT 2
limit CORALT 2
limit CDAEMON 2
limit APITBULL 2
limit ARMEMAN 1
limit ARMMEDT 3
limit ARMSPARKLE 4
limit ARMTACHI 1
limit VC109 0
limit TAWF114 2
limit ARMHJAM 2
limit PLASMA 2
limit CORSCORP 0
limit ARMSS 0
limit CORSS 0
limit CORBUILD 0
limit CORDEV1 0
limit CORTRUCK 0
limit ARMDEV1 0
limit ARMBEAC 0
limit CORBEAC 0
limit ARMGATE 0
limit CORGATE 0
limit ARMDEV 5
limit ARMART 0
limit CORMATNK 0
limit CORDEF 1
limit CORODIN 0
limit CRAILGUN 0
limit ARMCORV 0
limit CORAMECH 0
limit CORGBOAT 0
limit ABRAMS 0
limit T80 0
limit CORGAUSS 4
limit CORMAK 0
limit ARMTHOR 0
limit ARMBLITZ 0

plan hard	
weight	ARMKAM	0.60
weight	SHRIKE	0.40
weight	ORCA	0.40
weight	ARMWASP	0.65
weight	CORSHAD	0.40
weight	ARMTHUND	0.40
weight	CORVENG	0.40
weight	ARMFIG	0.40
weight	BLADE	0.60
weight	CORFINK	0.00
weight	ARMPEEP	0.00
weight	ARMATLAS	0.00
weight	CORVALK	0.00
weight	CORHORS	0.20
weight	charpy	0.50
weight	TAWF108	0.50
weight	CORHURC	0.00
weight	KANASHIMI	0.00
weight	TAWF107	0.50
weight	TAWF008	0.50
weight	ARMPERS	0.95
weight	predator	0.35
weight	TAWF007	0.50
weight	ARMTOMCT	0.95
weight	gryphon	0.50
weight	ARMCYBR	0.40
weight	CORWING	0.40
weight	ARMPNIX	0.40
weight	ARMFRP	0.00
weight	Sakura	0.00
weight	cormlsp	0.50
weight	ARMBRAWL	0.95
weight	CORAPE	0.95
weight	ARMAWAC	0.00
weight	CORAWAC	0.00
weight	ARMHAWK	0.50
weight	CORVAMP	0.50
weight	ARMMLSP	0.50
weight	ARMLANCE	0.00
weight	CORTITAN	0.00
weight	CORABMB	0.00
weight	ARMCA	0.97
weight	CORCA	0.97
weight	ARMACA	2.96
weight	CORACA	2.96
weight	ARMANS	0.65
weight	CORANS	0.65
weight	ARMBEAVER	0.10
weight	CORMUSKRAT	0.10
weight	ARMCH	0.90
weight	CORCH	0.90
weight	aach	0.50
weight	cach	0.50
weight	CORBOI	0.40
weight	ARMJIB	0.65
weight	ARMNTOW	0.00
weight	CORNTOW	0.00
weight	RepairArm	0.00
weight	ARMCK	0.75
weight	CORCK	0.75
weight	ARMCV	0.75
weight	CORCV	0.75
weight	ARMACK	0.97
weight	CORACK	0.99
weight	ARMCS	0.00
weight	CORCS	0.00
weight	ARMACSUB	0.00
weight	CORACSUB	0.00
weight	ARMCSA	0.00
weight	CORCSA	0.00
weight	ARMACV	0.99
weight	CORACV	0.99
weight	TAWF111	0.50
weight	armarch	0.50
weight	armcir	0.95
weight	CHAOSMACHINE	0.50
weight	corcirc	0.50
weight	ARMSPAR	0.00
weight	ARMDEVA	0.70
weight	TAWF010	0.50
weight	CORERAD	0.95
weight	ARMFAMINE	0.00
weight	cnemesis	0.60
weight	CorFLA	0.70
weight	SCREAMER	1.00
weight	ARMMTLAB	0.50
weight	CORMTLAB	0.50
weight	CORFLAK	0.80
weight	ARMFLAK	0.80
weight	MERCURY	1.00
weight	NITFLOWR	1.15
weight	SKYSWEEPR	0.95
weight	ARMEMG	0.00
weight	CORFMD	0.80
weight	ARMAMD	0.80
weight	ARMDRAG	0.00
weight	CORDRAG	0.30
weight	TAWF005	0.30
weight	ARMLLT	0.00
weight	CORLLT	0.00
weight	CORHLT	0.60
weight	ARMHLT	0.60
weight	MEDUSA	0.50
weight	ARMRL	1.20
weight	CORRL	1.20
weight	ARMGUARD	0.80
weight	CORPUN	0.80
weight	CORVHLT	0.95
weight	ARMANNI	0.75
weight	CORDOOM	0.75
weight	ARMBRTHA	0.50
weight	CORINT	0.50
weight	CORBUZZ	0.35
weight	ARMVULC	0.35
weight	CORBBC	0.60
weight	ARMDEV	0.60
weight	TAWF001	0.50
weight	ARMMORTAR	0.10
weight	CorPestilence	0.00
weight	ARMSILO	0.00
weight	CORSILO	0.00
weight	AAISILO	0.70
weight	CAISILO	0.70
weight	ARMHNSILO	0.00
weight	CORHNSILO	0.00
weight	ARMPB	0.20
weight	ARMAMB	0.00
weight	CORTOAST	0.10
weight	CORVIPE	0.00
weight	AGORGON	0.20
weight	CORTRON	0.00
weight	ARMEMP	0.00
weight	CAITRON	0.70
weight	AAIEMP	0.70
weight	ARMTARG	0.00
weight	CORTARG	0.00
weight	ARMBFORTEW	0.00
weight	ARMFORTEW	0.00
weight	ARMFORT	0.00
weight	CORFORT	0.00
weight	ARMBFORTNS	0.00
weight	ARMFORTNS	0.00
weight	CORFFLAK	0.00
weight	ARMTRID	0.00
weight	RESFMDNS	0.00
weight	CORKRAK	0.00
weight	ARMFDRAG	0.00
weight	CORFDRAG	0.00
weight	ARMFFLAK	0.00
weight	CORFRT	0.00
weight	ARMFHLT	0.00
weight	CORFHLT	0.00
weight	ARMTL	0.00
weight	CORTL	0.00
weight	ARMFRT	0.00
weight	ARMATL	0.00
weight	CORATL	0.00
weight	ARMANINS	0.00
weight	CORDOMNS	0.00
weight	CORINTNS	0.00
weight	ARMBTANS	0.00
weight	CORBUZNS	0.00
weight	ARMVCNNS	0.00
weight	AMDREPNS	0.00
weight	CORSLONS	0.00
weight	ARMSLONS	0.00
weight	CORVIPNS	0.00
weight	ARMAP	4.20
weight	ARMHP	2.60
weight	CORHP	2.60
weight	ARMLAB	1.00
weight	CORLAB	1.00
weight	ARMVP	1.00
weight	CORVP	1.00
weight	ARMSY	0.00
weight	CORSY	0.00
weight	CORAP	4.20
weight	ARMAAP	1.00
weight	CORAAP	1.00
weight	aahp	1.80
weight	cahp	1.80
weight	ARMALAB	0.50
weight	CORALAB	0.50
weight	ARMAVP	0.50
weight	CORAVP	0.50
weight	ARMASY	0.00
weight	CORASY	0.00
weight	CORGANT	0.95
weight	ARMKUS	0.45
weight	CORBLAB	0.10
weight	ARMBLAB	0.10
weight	ssplant	0.96
weight	ARMHPNS	1.50
weight	CORHPNS	1.50
weight	ARMPLAT	0.00
weight	CORPLAT	0.00
weight	HAVOC	0.40
weight	SABRE	0.40
weight	CHOPPER	0.05
weight	cdragon	0.50
weight	ARMANAC	0.60
weight	ARMTHOVR	0.00
weight	CORAH	1.00
weight	ARMAH	1.00
weight	NSACLASH	0.80
weight	BOMBARDIER	0.85
weight	LOBBER	0.60
weight	CSPEED	0.50
weight	NSAAGCH	0.70
weight	SPEEDER	0.95
weight	ARMLASHOVER	0.65
weight	CORELASHOVER	0.50
weight	ARMSH	0.30
weight	CORSNAP	0.50
weight	SPOTTER	0.00
weight	BLOTTER	0.00
weight	CONCEALER	0.00
weight	CORMH	0.95
weight	NSACBRIM	0.75
weight	NSAARHOV	0.80
weight	ARMMH	0.95
weight	CORSH	0.00
weight	NSACBEHE	0.75
weight	NSACANGLR	0.00
weight	NSAATORPH	0.00
weight	CORTHOVR	0.00
weight	armdread	0.90
weight	CORDREAD	0.90
weight	armlth	0.70
weight	armpgh	0.70
weight	coradvrh	0.70
weight	CORPHYSET	0.60
weight	CORARTH	0.90
weight	ARMARTH	0.95
weight	CORFLAKH	0.50
weight	ARMFLAKH	0.50
weight	armKAAT	0.00
weight	CORKROG	0.00
weight	ARMKRYP	0.00
weight	ARMMedic	0.00
weight	cAcolyte	0.00
weight	CORClone	0.00
weight	CORHelpr	0.00
weight	CORWarrr	0.00
weight	ARMClone	0.00
weight	ARMHelpr	0.00
weight	ARMMsect	0.00
weight	AEXXEC	0.00
weight	ARMFLEA	0.00
weight	CORRONIN	0.00
weight	SHAKER	0.00
weight	CORESOLD	0.00
weight	ARMJETH	0.00
weight	ARMHAM	0.00
weight	CORTHUD	0.00
weight	CORAK	0.00
weight	ARMPW	0.00
weight	ARMWAR	0.00
weight	CORCRASH	0.00
weight	ARMROCK	0.00
weight	CORSTORM	0.00
weight	ARMFAV	0.00
weight	CORBANDIT	0.00
weight	armbighr	0.00
weight	ARMCAV	0.00
weight	CORCRAB	1.20
weight	ARMDECOM	0.05
weight	CORDECOM	0.05
weight	corflam	0.00
